name,perc_no_hc,perc_hc
"Mifflin County, Pennsylvania",0.154439318,0.845560682
"Monroe County, Pennsylvania",0.121557398,0.878442602
"Montgomery County, Pennsylvania",0.062838257,0.937161743
"Montour County, Pennsylvania",0.076149506,0.923850494
"Northampton County, Pennsylvania",0.083889647,0.916110353
"Northumberland County, Pennsylvania",0.1081024,0.8918976
"Perry County, Pennsylvania",0.118461437,0.881538563
"Philadelphia County, Pennsylvania",0.141237852,0.858762148
"Pike County, Pennsylvania",0.10348796,0.89651204
"Potter County, Pennsylvania",0.120928882,0.879071118
"Schuylkill County, Pennsylvania",0.096054974,0.903945026
"Snyder County, Pennsylvania",0.143874716,0.856125284
"Somerset County, Pennsylvania",0.09757206,0.90242794
"Sullivan County, Pennsylvania",0.095919023,0.904080977
"Susquehanna County, Pennsylvania",0.119844174,0.880155826
"Tioga County, Pennsylvania",0.113565346,0.886434654
"Union County, Pennsylvania",0.115287141,0.884712859
"Venango County, Pennsylvania",0.095747266,0.904252734
"Warren County, Pennsylvania",0.093070921,0.906929079
"Washington County, Pennsylvania",0.074623106,0.925376894
"Wayne County, Pennsylvania",0.103533686,0.896466314
"Westmoreland County, Pennsylvania",0.068191399,0.931808601
"Wyoming County, Pennsylvania",0.092863285,0.907136715
"York County, Pennsylvania",0.087207826,0.912792174
"Bristol County, Rhode Island",0.075966539,0.924033461
"Kent County, Rhode Island",0.073891445,0.926108555
"Newport County, Rhode Island",0.084366655,0.915633345
"Providence County, Rhode Island",0.126245836,0.873754164
"Washington County, Rhode Island",0.066882305,0.933117695
"Abbeville County, South Carolina",0.149871424,0.850128576
"Aiken County, South Carolina",0.147051712,0.852948288
"Allendale County, South Carolina",0.229942934,0.770057066
"Anderson County, South Carolina",0.152421017,0.847578983
"Bamberg County, South Carolina",0.17884603,0.82115397
"Barnwell County, South Carolina",0.15891332,0.84108668
"Beaufort County, South Carolina",0.163192406,0.836807594
"Berkeley County, South Carolina",0.165248916,0.834751084
"Calhoun County, South Carolina",0.172968624,0.827031376
"Charleston County, South Carolina",0.156951659,0.843048341
"Cherokee County, South Carolina",0.165210786,0.834789214
"Chester County, South Carolina",0.156335643,0.843664357
"Chesterfield County, South Carolina",0.183324251,0.816675749
"Clarendon County, South Carolina",0.195809512,0.804190488
"Colleton County, South Carolina",0.192159979,0.807840021
"Darlington County, South Carolina",0.170469719,0.829530281
"Dillon County, South Carolina",0.190057165,0.809942835
"Dorchester County, South Carolina",0.139010215,0.860989785
"Edgefield County, South Carolina",0.151715481,0.848284519
"Fairfield County, South Carolina",0.17208919,0.82791081
"Florence County, South Carolina",0.141394885,0.858605115
"Georgetown County, South Carolina",0.195246691,0.804753309
"Greenville County, South Carolina",0.156279182,0.843720818
"Greenwood County, South Carolina",0.171678905,0.828321095
"Hampton County, South Carolina",0.154232983,0.845767017
"Horry County, South Carolina",0.213394064,0.786605936
"Jasper County, South Carolina",0.23504443,0.76495557
"Kershaw County, South Carolina",0.156852586,0.843147414
"Lancaster County, South Carolina",0.163069575,0.836930425
"Laurens County, South Carolina",0.167920798,0.832079202
"Lee County, South Carolina",0.159392233,0.840607767
"Lexington County, South Carolina",0.140783055,0.859216945
"McCormick County, South Carolina",0.105124384,0.894875616
"Marion County, South Carolina",0.185165604,0.814834396
"Marlboro County, South Carolina",0.165020707,0.834979293
"Newberry County, South Carolina",0.130606967,0.869393033
"Oconee County, South Carolina",0.163557835,0.836442165
"Orangeburg County, South Carolina",0.182635988,0.817364012
"Pickens County, South Carolina",0.130328724,0.869671276
"Richland County, South Carolina",0.130551278,0.869448722
"Saluda County, South Carolina",0.197494696,0.802505304
"Spartanburg County, South Carolina",0.16784045,0.83215955
"Sumter County, South Carolina",0.16090072,0.83909928
"Union County, South Carolina",0.133448251,0.866551749
"Williamsburg County, South Carolina",0.215313868,0.784686132
"York County, South Carolina",0.136699144,0.863300856
"Aurora County, South Dakota",0.081898201,0.918101799
"Beadle County, South Dakota",0.11221478,0.88778522
"Bennett County, South Dakota",0.234720992,0.765279008
"Bon Homme County, South Dakota",0.074378719,0.925621281
"Brookings County, South Dakota",0.087968235,0.912031765
"Brown County, South Dakota",0.074500893,0.925499107
"Brule County, South Dakota",0.114678012,0.885321988
"Buffalo County, South Dakota",0.505216095,0.494783905
"Butte County, South Dakota",0.180140164,0.819859836
"Campbell County, South Dakota",0.075,0.925
"Charles Mix County, South Dakota",0.179712727,0.820287273
"Clark County, South Dakota",0.086932137,0.913067863
"Clay County, South Dakota",0.118288957,0.881711043
"Codington County, South Dakota",0.084670036,0.915329964
"Corson County, South Dakota",0.235322659,0.764677341
"Custer County, South Dakota",0.10155376,0.89844624
"Davison County, South Dakota",0.09016224,0.90983776
"Day County, South Dakota",0.120705326,0.879294674
"Deuel County, South Dakota",0.077336449,0.922663551
"Dewey County, South Dakota",0.343401062,0.656598938
"Douglas County, South Dakota",0.130615066,0.869384934
"Edmunds County, South Dakota",0.067943806,0.932056194
"Fall River County, South Dakota",0.128094885,0.871905115
"Faulk County, South Dakota",0.075593952,0.924406048
"Grant County, South Dakota",0.08432898,0.91567102
"Gregory County, South Dakota",0.099785152,0.900214848
"Haakon County, South Dakota",0.082559844,0.917440156
"Hamlin County, South Dakota",0.086358163,0.913641837
"Hand County, South Dakota",0.071732523,0.928267477
"Hanson County, South Dakota",0.100884956,0.899115044
"Harding County, South Dakota",0.098214286,0.901785714
"Hughes County, South Dakota",0.079834992,0.920165008
"Hutchinson County, South Dakota",0.080608147,0.919391853
"Hyde County, South Dakota",0.095505618,0.904494382
"Jackson County, South Dakota",0.22144448,0.77855552
"Jerauld County, South Dakota",0.087562189,0.912437811
"Jones County, South Dakota",0.085714286,0.914285714
"Kingsbury County, South Dakota",0.065066455,0.934933545
"Lake County, South Dakota",0.065394162,0.934605838
"Lawrence County, South Dakota",0.137710466,0.862289534
"Lincoln County, South Dakota",0.052916329,0.947083671
"Lyman County, South Dakota",0.224436287,0.775563713
"McCook County, South Dakota",0.081688596,0.918311404
"McPherson County, South Dakota",0.115135834,0.884864166
"Marshall County, South Dakota",0.083297086,0.916702914
"Meade County, South Dakota",0.107854205,0.892145795
"Mellette County, South Dakota",0.219785575,0.780214425
"Miner County, South Dakota",0.075348432,0.924651568
"Minnehaha County, South Dakota",0.097081603,0.902918397
"Moody County, South Dakota",0.099859133,0.900140867
"Pennington County, South Dakota",0.128239935,0.871760065
"Perkins County, South Dakota",0.121395037,0.878604963
"Potter County, South Dakota",0.068334078,0.931665922
"Roberts County, South Dakota",0.201264697,0.798735303
"Sanborn County, South Dakota",0.073734729,0.926265271
"Shannon County, South Dakota",0.40159174,0.59840826
"Spink County, South Dakota",0.075804939,0.924195061
"Stanley County, South Dakota",0.11997319,0.88002681
"Sully County, South Dakota",0.108829569,0.891170431
"Todd County, South Dakota",0.300948109,0.699051891
"Tripp County, South Dakota",0.147156573,0.852843427
"Turner County, South Dakota",0.085277947,0.914722053
"Union County, South Dakota",0.056574087,0.943425913
"Walworth County, South Dakota",0.090103676,0.909896324
"Yankton County, South Dakota",0.096562856,0.903437144
"Ziebach County, South Dakota",0.285512866,0.714487134
"Anderson County, Tennessee",0.111776152,0.888223848
"Bedford County, Tennessee",0.169121707,0.830878293
"Benton County, Tennessee",0.154525795,0.845474205
"Bledsoe County, Tennessee",0.149288508,0.850711492
"Blount County, Tennessee",0.12423242,0.87576758
"Bradley County, Tennessee",0.144955906,0.855044094
"Campbell County, Tennessee",0.14240554,0.85759446
"Cannon County, Tennessee",0.137903167,0.862096833
"Carroll County, Tennessee",0.125864898,0.874135102
"Carter County, Tennessee",0.149422222,0.850577778
"Cheatham County, Tennessee",0.132437423,0.867562577
"Chester County, Tennessee",0.135312955,0.864687045
"Claiborne County, Tennessee",0.114820483,0.885179517
"Clay County, Tennessee",0.139022176,0.860977824
"Cocke County, Tennessee",0.170554102,0.829445898
"Coffee County, Tennessee",0.144178258,0.855821742
"Crockett County, Tennessee",0.166202866,0.833797134
"Cumberland County, Tennessee",0.148655352,0.851344648
"Davidson County, Tennessee",0.163971318,0.836028682
"Decatur County, Tennessee",0.128595157,0.871404843
"DeKalb County, Tennessee",0.167253897,0.832746103
"Dickson County, Tennessee",0.128504673,0.871495327
"Dyer County, Tennessee",0.112767767,0.887232233
"Fayette County, Tennessee",0.112023644,0.887976356
"Fentress County, Tennessee",0.164990394,0.835009606
"Franklin County, Tennessee",0.106313926,0.893686074
"Gibson County, Tennessee",0.131519414,0.868480586
"Giles County, Tennessee",0.144021739,0.855978261
"Grainger County, Tennessee",0.124883587,0.875116413
"Greene County, Tennessee",0.137036268,0.862963732
"Grundy County, Tennessee",0.180745388,0.819254612
"Hamblen County, Tennessee",0.170130226,0.829869774
"Hamilton County, Tennessee",0.123722553,0.876277447
"Hancock County, Tennessee",0.153293596,0.846706404
"Hardeman County, Tennessee",0.145481993,0.854518007
"Hardin County, Tennessee",0.155294301,0.844705699
"Hawkins County, Tennessee",0.116564636,0.883435364
"Haywood County, Tennessee",0.165262868,0.834737132
"Henderson County, Tennessee",0.124462744,0.875537256
"Henry County, Tennessee",0.141307433,0.858692567
"Hickman County, Tennessee",0.174108703,0.825891297
"Houston County, Tennessee",0.140808824,0.859191176
"Humphreys County, Tennessee",0.128761526,0.871238474
"Jackson County, Tennessee",0.143196203,0.856803797
"Jefferson County, Tennessee",0.132352083,0.867647917
"Johnson County, Tennessee",0.125237076,0.874762924
"Knox County, Tennessee",0.110858983,0.889141017
"Lake County, Tennessee",0.119984341,0.880015659
"Lauderdale County, Tennessee",0.166236281,0.833763719
"Lawrence County, Tennessee",0.162316613,0.837683387
"Lewis County, Tennessee",0.147547938,0.852452062
"Lincoln County, Tennessee",0.126797583,0.873202417
"Loudon County, Tennessee",0.126320271,0.873679729
"McMinn County, Tennessee",0.137639578,0.862360422
"McNairy County, Tennessee",0.148155325,0.851844675
"Macon County, Tennessee",0.149768861,0.850231139
"Madison County, Tennessee",0.126151819,0.873848181
"Marion County, Tennessee",0.15052033,0.84947967
"Marshall County, Tennessee",0.157844991,0.842155009
"Maury County, Tennessee",0.12656411,0.87343589
"Meigs County, Tennessee",0.168800831,0.831199169
"Monroe County, Tennessee",0.151136389,0.848863611
"Montgomery County, Tennessee",0.121945904,0.878054096
"Moore County, Tennessee",0.128587462,0.871412538
"Morgan County, Tennessee",0.126052211,0.873947789
"Obion County, Tennessee",0.149634564,0.850365436
"Overton County, Tennessee",0.130560264,0.869439736
"Perry County, Tennessee",0.173298769,0.826701231
"Pickett County, Tennessee",0.173461231,0.826538769
"Polk County, Tennessee",0.12339238,0.87660762
"Putnam County, Tennessee",0.148075093,0.851924907
"Rhea County, Tennessee",0.128181818,0.871818182
"Roane County, Tennessee",0.121115251,0.878884749
"Robertson County, Tennessee",0.126563583,0.873436417
"Rutherford County, Tennessee",0.130206063,0.869793937
"Scott County, Tennessee",0.179956946,0.820043054
"Sequatchie County, Tennessee",0.116728781,0.883271219
"Sevier County, Tennessee",0.211505572,0.788494428
"Shelby County, Tennessee",0.153749083,0.846250917
"Smith County, Tennessee",0.11938716,0.88061284
"Stewart County, Tennessee",0.134944381,0.865055619
"Sullivan County, Tennessee",0.125989331,0.874010669
"Sumner County, Tennessee",0.114735828,0.885264172
"Tipton County, Tennessee",0.114902357,0.885097643
"Trousdale County, Tennessee",0.139803058,0.860196942
"Unicoi County, Tennessee",0.119753777,0.880246223
"Union County, Tennessee",0.11912787,0.88087213
"Van Buren County, Tennessee",0.149479832,0.850520168
"Warren County, Tennessee",0.158630506,0.841369494
"Washington County, Tennessee",0.120961256,0.879038744
"Wayne County, Tennessee",0.146574973,0.853425027
"Weakley County, Tennessee",0.124652768,0.875347232
"White County, Tennessee",0.126113164,0.873886836
"Williamson County, Tennessee",0.060100866,0.939899134
"Wilson County, Tennessee",0.109077735,0.890922265
"Anderson County, Texas",0.193124236,0.806875764
"Andrews County, Texas",0.223725221,0.776274779
"Angelina County, Texas",0.199525303,0.800474697
"Aransas County, Texas",0.197283257,0.802716743
"Archer County, Texas",0.146438746,0.853561254
"Armstrong County, Texas",0.111347896,0.888652104
"Atascosa County, Texas",0.203829565,0.796170435
"Austin County, Texas",0.17344611,0.82655389
"Bailey County, Texas",0.330463481,0.669536519
"Bandera County, Texas",0.211105137,0.788894863
"Bastrop County, Texas",0.220554649,0.779445351
"Baylor County, Texas",0.19966443,0.80033557
"Bee County, Texas",0.214756152,0.785243848
"Bell County, Texas",0.153106722,0.846893278
"Bexar County, Texas",0.19131307,0.80868693
"Blanco County, Texas",0.214,0.786
"Borden County, Texas",0.048816568,0.951183432
"Bosque County, Texas",0.215324543,0.784675457
"Bowie County, Texas",0.181599191,0.818400809
"Brazoria County, Texas",0.176604923,0.823395077
"Brazos County, Texas",0.161226378,0.838773622
"Brewster County, Texas",0.205446623,0.794553377
"Briscoe County, Texas",0.252342286,0.747657714
"Brooks County, Texas",0.27711364,0.72288636
"Brown County, Texas",0.193554533,0.806445467
"Burleson County, Texas",0.171032538,0.828967462
"Burnet County, Texas",0.180902905,0.819097095
"Caldwell County, Texas",0.239188308,0.760811692
"Calhoun County, Texas",0.162389961,0.837610039
"Callahan County, Texas",0.24289868,0.75710132
"Cameron County, Texas",0.33228809,0.66771191
"Camp County, Texas",0.227199093,0.772800907
"Carson County, Texas",0.153744421,0.846255579
"Cass County, Texas",0.196992028,0.803007972
"Castro County, Texas",0.326901249,0.673098751
"Chambers County, Texas",0.190061941,0.809938059
"Cherokee County, Texas",0.231321692,0.768678308
"Childress County, Texas",0.153093324,0.846906676
"Clay County, Texas",0.165502058,0.834497942
"Cochran County, Texas",0.313488059,0.686511941
"Coke County, Texas",0.204749679,0.795250321
"Coleman County, Texas",0.27022616,0.72977384
"Collin County, Texas",0.141222463,0.858777537
"Collingsworth County, Texas",0.237583893,0.762416107
"Colorado County, Texas",0.200264408,0.799735592
"Comal County, Texas",0.156918949,0.843081051
"Comanche County, Texas",0.276733731,0.723266269
"Concho County, Texas",0.197948328,0.802051672
"Cooke County, Texas",0.195389595,0.804610405
"Coryell County, Texas",0.117109454,0.882890546
"Cottle County, Texas",0.26998112,0.73001888
"Crane County, Texas",0.193555556,0.806444444
"Crockett County, Texas",0.180063458,0.819936542
"Crosby County, Texas",0.257388955,0.742611045
"Culberson County, Texas",0.261511729,0.738488271
"Dallam County, Texas",0.237771346,0.762228654
"Dallas County, Texas",0.263901796,0.736098204
"Dawson County, Texas",0.227005533,0.772994467
"Deaf Smith County, Texas",0.250065312,0.749934688
"Delta County, Texas",0.211281256,0.788718744
"Denton County, Texas",0.151457819,0.848542181
"DeWitt County, Texas",0.181354932,0.818645068
"Dickens County, Texas",0.206190476,0.793809524
"Dimmit County, Texas",0.272457099,0.727542901
"Donley County, Texas",0.169505725,0.830494275
"Duval County, Texas",0.283349914,0.716650086
"Eastland County, Texas",0.218619016,0.781380984
"Ector County, Texas",0.260540616,0.739459384
"Edwards County, Texas",0.179474467,0.820525533
"Ellis County, Texas",0.191222918,0.808777082
"El Paso County, Texas",0.271697008,0.728302992
"Erath County, Texas",0.227259847,0.772740153
"Falls County, Texas",0.222736495,0.777263505
"Fannin County, Texas",0.192516304,0.807483696
"Fayette County, Texas",0.151571317,0.848428683
"Fisher County, Texas",0.192557897,0.807442103
"Floyd County, Texas",0.203332255,0.796667745
"Foard County, Texas",0.148708816,0.851291184
"Fort Bend County, Texas",0.162453304,0.837546696
"Franklin County, Texas",0.195718654,0.804281346
"Freestone County, Texas",0.215292304,0.784707696
"Frio County, Texas",0.270905691,0.729094309
"Gaines County, Texas",0.357278808,0.642721192
"Galveston County, Texas",0.172261804,0.827738196
"Garza County, Texas",0.228445099,0.771554901
"Gillespie County, Texas",0.181421119,0.818578881
"Glasscock County, Texas",0.186554622,0.813445378
"Goliad County, Texas",0.111526221,0.888473779
"Gonzales County, Texas",0.277373001,0.722626999
"Gray County, Texas",0.208644028,0.791355972
"Grayson County, Texas",0.193310954,0.806689046
"Gregg County, Texas",0.213248391,0.786751609
"Grimes County, Texas",0.203067902,0.796932098
"Guadalupe County, Texas",0.161365851,0.838634149
"Hale County, Texas",0.208967221,0.791032779
"Hall County, Texas",0.255610973,0.744389027
"Hamilton County, Texas",0.134215735,0.865784265
"Hansford County, Texas",0.17327728,0.82672272
"Hardeman County, Texas",0.169070114,0.830929886
"Hardin County, Texas",0.185842647,0.814157353
"Harris County, Texas",0.252208549,0.747791451
"Harrison County, Texas",0.201230109,0.798769891
"Hartley County, Texas",0.145969499,0.854030501
"Haskell County, Texas",0.174503246,0.825496754
"Hays County, Texas",0.172285221,0.827714779
"Hemphill County, Texas",0.234213836,0.765786164
"Henderson County, Texas",0.232797106,0.767202894
"Hidalgo County, Texas",0.357425424,0.642574576
"Hill County, Texas",0.211440542,0.788559458
"Hockley County, Texas",0.219153733,0.780846267
"Hood County, Texas",0.181307506,0.818692494
"Hopkins County, Texas",0.243321403,0.756678597
"Houston County, Texas",0.182450429,0.817549571
"Howard County, Texas",0.190656732,0.809343268
"Hudspeth County, Texas",0.293337753,0.706662247
"Hunt County, Texas",0.215482019,0.784517981
"Hutchinson County, Texas",0.212677997,0.787322003
"Irion County, Texas",0.202094886,0.797905114
"Jack County, Texas",0.191109963,0.808890037
"Jackson County, Texas",0.153726268,0.846273732
"Jasper County, Texas",0.225401376,0.774598624
"Jeff Davis County, Texas",0.223873874,0.776126126
"Jefferson County, Texas",0.228722891,0.771277109
"Jim Hogg County, Texas",0.259018897,0.740981103
"Jim Wells County, Texas",0.222524044,0.777475956
"Johnson County, Texas",0.217747905,0.782252095
"Jones County, Texas",0.186232945,0.813767055
"Karnes County, Texas",0.150147866,0.849852134
"Kaufman County, Texas",0.203949105,0.796050895
"Kendall County, Texas",0.135064497,0.864935503
"Kenedy County, Texas",0.325757576,0.674242424
"Kent County, Texas",0.164807931,0.835192069
"Kerr County, Texas",0.193040884,0.806959116
"Kimble County, Texas",0.225617978,0.774382022
"King County, Texas",0.217241379,0.782758621
"Kinney County, Texas",0.238396624,0.761603376
"Kleberg County, Texas",0.24258323,0.75741677
"Knox County, Texas",0.193016222,0.806983778
"Lamar County, Texas",0.195120455,0.804879545
"Lamb County, Texas",0.22881418,0.77118582
"Lampasas County, Texas",0.209308292,0.790691708
"La Salle County, Texas",0.292831887,0.707168113
"Lavaca County, Texas",0.163765448,0.836234552
"Lee County, Texas",0.189789192,0.810210808
"Leon County, Texas",0.198777125,0.801222875
"Liberty County, Texas",0.243529761,0.756470239
"Limestone County, Texas",0.236938302,0.763061698
"Lipscomb County, Texas",0.203083309,0.796916691
"Live Oak County, Texas",0.182258224,0.817741776
"Llano County, Texas",0.170615118,0.829384882
"Loving County, Texas",0.359550562,0.640449438
"Lubbock County, Texas",0.183687845,0.816312155
"Lynn County, Texas",0.216990966,0.783009034
"McCulloch County, Texas",0.164572555,0.835427445
"McLennan County, Texas",0.181838252,0.818161748
"McMullen County, Texas",0.179566563,0.820433437
"Madison County, Texas",0.210510359,0.789489641
"Marion County, Texas",0.218897174,0.781102826
"Martin County, Texas",0.264226025,0.735773975
"Mason County, Texas",0.241983226,0.758016774
"Matagorda County, Texas",0.240697192,0.759302808
"Maverick County, Texas",0.344158904,0.655841096
"Medina County, Texas",0.163058935,0.836941065
"Menard County, Texas",0.253613054,0.746386946
"Midland County, Texas",0.215188131,0.784811869
"Milam County, Texas",0.166151662,0.833848338
"Mills County, Texas",0.157660521,0.842339479
"Mitchell County, Texas",0.214852941,0.785147059
"Montague County, Texas",0.222896251,0.777103749
"Montgomery County, Texas",0.179252298,0.820747702
"Moore County, Texas",0.212855062,0.787144938
"Morris County, Texas",0.174998019,0.825001981
"Motley County, Texas",0.299488055,0.700511945
"Nacogdoches County, Texas",0.237073579,0.762926421
"Navarro County, Texas",0.228910573,0.771089427
"Newton County, Texas",0.214592275,0.785407725
"Nolan County, Texas",0.208338937,0.791661063
"Nueces County, Texas",0.199200529,0.800799471
"Ochiltree County, Texas",0.233902509,0.766097491
"Oldham County, Texas",0.125074806,0.874925194
"Orange County, Texas",0.182876437,0.817123563
"Palo Pinto County, Texas",0.228878704,0.771121296
"Panola County, Texas",0.183946488,0.816053512
"Parker County, Texas",0.166907409,0.833092591
"Parmer County, Texas",0.233719537,0.766280463
"Pecos County, Texas",0.205631082,0.794368918
"Polk County, Texas",0.220232101,0.779767899
"Potter County, Texas",0.253937972,0.746062028
"Presidio County, Texas",0.361491016,0.638508984
"Rains County, Texas",0.225126089,0.774873911
"Randall County, Texas",0.145034597,0.854965403
"Reagan County, Texas",0.327476959,0.672523041
"Real County, Texas",0.242830995,0.757169005
"Red River County, Texas",0.195923628,0.804076372
"Reeves County, Texas",0.22396788,0.77603212
"Refugio County, Texas",0.207922188,0.792077812
"Roberts County, Texas",0.137445887,0.862554113
"Robertson County, Texas",0.211854029,0.788145971
"Rockwall County, Texas",0.12991625,0.87008375
"Runnels County, Texas",0.214048131,0.785951869
"Rusk County, Texas",0.208586719,0.791413281
"Sabine County, Texas",0.254950732,0.745049268
"San Augustine County, Texas",0.243022305,0.756977695
"San Jacinto County, Texas",0.210630881,0.789369119
"San Patricio County, Texas",0.209369247,0.790630753
"San Saba County, Texas",0.177482701,0.822517299
"Schleicher County, Texas",0.250076523,0.749923477
"Scurry County, Texas",0.185080749,0.814919251
"Shackelford County, Texas",0.206668669,0.793331331
"Shelby County, Texas",0.262038602,0.737961398
"Sherman County, Texas",0.246593553,0.753406447
"Smith County, Texas",0.209407744,0.790592256
"Somervell County, Texas",0.212732919,0.787267081
"Starr County, Texas",0.388577373,0.611422627
"Stephens County, Texas",0.247584404,0.752415596
"Sterling County, Texas",0.279122542,0.720877458
"Stonewall County, Texas",0.166666667,0.833333333
"Sutton County, Texas",0.271352986,0.728647014
"Swisher County, Texas",0.179941414,0.820058586
"Tarrant County, Texas",0.205056559,0.794943441
"Taylor County, Texas",0.1848041,0.8151959
"Terrell County, Texas",0.158220025,0.841779975
"Terry County, Texas",0.256164856,0.743835144
"Throckmorton County, Texas",0.214876033,0.785123967
"Titus County, Texas",0.245701694,0.754298306
"Tom Green County, Texas",0.20072848,0.79927152
"Travis County, Texas",0.186370721,0.813629279
"Trinity County, Texas",0.206115358,0.793884642
"Tyler County, Texas",0.168997972,0.831002028
"Upshur County, Texas",0.187935507,0.812064493
"Upton County, Texas",0.2625,0.7375
"Uvalde County, Texas",0.23759712,0.76240288
"Val Verde County, Texas",0.257858936,0.742141064
"Van Zandt County, Texas",0.212225156,0.787774844
"Victoria County, Texas",0.205266512,0.794733488
"Walker County, Texas",0.157301612,0.842698388
"Waller County, Texas",0.256803751,0.743196249
"Ward County, Texas",0.174683778,0.825316222
"Washington County, Texas",0.159395119,0.840604881
"Webb County, Texas",0.339780273,0.660219727
"Wharton County, Texas",0.226827062,0.773172938
"Wheeler County, Texas",0.268142235,0.731857765
"Wichita County, Texas",0.183135225,0.816864775
"Wilbarger County, Texas",0.182034184,0.817965816
"Willacy County, Texas",0.3117737,0.6882263
"Williamson County, Texas",0.14041111,0.85958889
"Wilson County, Texas",0.151022358,0.848977642
"Winkler County, Texas",0.269806398,0.730193602
"Wise County, Texas",0.192914908,0.807085092
"Wood County, Texas",0.197226242,0.802773758
"Yoakum County, Texas",0.236173393,0.763826607
"Young County, Texas",0.21876034,0.78123966
"Zapata County, Texas",0.325797591,0.674202409
"Zavala County, Texas",0.260015375,0.739984625
"Beaver County, Utah",0.121736395,0.878263605
"Box Elder County, Utah",0.096100584,0.903899416
"Cache County, Utah",0.115649858,0.884350142
"Carbon County, Utah",0.143150849,0.856849151
"Daggett County, Utah",0.065108514,0.934891486
"Davis County, Utah",0.089778922,0.910221078
"Duchesne County, Utah",0.151175635,0.848824365
"Emery County, Utah",0.132448487,0.867551513
"Garfield County, Utah",0.206342753,0.793657247
"Grand County, Utah",0.274209219,0.725790781
"Iron County, Utah",0.201544017,0.798455983
"Juab County, Utah",0.161009488,0.838990512
"Kane County, Utah",0.191023843,0.808976157
"Millard County, Utah",0.184494129,0.815505871
"Morgan County, Utah",0.095310136,0.904689864
"Piute County, Utah",0.204472843,0.795527157
"Rich County, Utah",0.105934066,0.894065934
"Salt Lake County, Utah",0.158333412,0.841666588
"San Juan County, Utah",0.26549636,0.73450364
"Sanpete County, Utah",0.18551545,0.81448455
"Sevier County, Utah",0.179732125,0.820267875
"Summit County, Utah",0.128141302,0.871858698
"Tooele County, Utah",0.111285584,0.888714416
"Uintah County, Utah",0.168803107,0.831196893
"Utah County, Utah",0.126302086,0.873697914
"Wasatch County, Utah",0.147662373,0.852337627
"Washington County, Utah",0.176300437,0.823699563
"Wayne County, Utah",0.232575202,0.767424798
"Weber County, Utah",0.150641355,0.849358645
"Addison County, Vermont",0.071767465,0.928232535
"Bennington County, Vermont",0.053651267,0.946348733
"Caledonia County, Vermont",0.080699242,0.919300758
"Chittenden County, Vermont",0.052500603,0.947499397
"Essex County, Vermont",0.114588349,0.885411651
"Franklin County, Vermont",0.062368929,0.937631071
"Grand Isle County, Vermont",0.053302765,0.946697235
"Lamoille County, Vermont",0.104328479,0.895671521
"Orange County, Vermont",0.071492962,0.928507038
"Orleans County, Vermont",0.086153614,0.913846386
"Rutland County, Vermont",0.07233258,0.92766742
"Washington County, Vermont",0.061393815,0.938606185
"Windham County, Vermont",0.067946926,0.932053074
"Windsor County, Vermont",0.072659433,0.927340567
"Accomack County, Virginia",0.176768756,0.823231244
"Albemarle County, Virginia",0.082175534,0.917824466
"Alleghany County, Virginia",0.100100921,0.899899079
"Amelia County, Virginia",0.125,0.875
"Amherst County, Virginia",0.122425987,0.877574013
"Appomattox County, Virginia",0.108891838,0.891108162
"Arlington County, Virginia",0.108600573,0.891399427
"Augusta County, Virginia",0.107937325,0.892062675
"Bath County, Virginia",0.142389882,0.857610118
"Bedford County, Virginia",0.096872545,0.903127455
"Bland County, Virginia",0.10971192,0.89028808
"Botetourt County, Virginia",0.055772397,0.944227603
"Brunswick County, Virginia",0.137799921,0.862200079
"Buchanan County, Virginia",0.11912419,0.88087581
"Buckingham County, Virginia",0.159958362,0.840041638
"Campbell County, Virginia",0.130586785,0.869413215
"Caroline County, Virginia",0.136954775,0.863045225
"Carroll County, Virginia",0.163442452,0.836557548
"Charles City County, Virginia",0.132009509,0.867990491
"Charlotte County, Virginia",0.203996737,0.796003263
"Chesterfield County, Virginia",0.102326016,0.897673984
"Clarke County, Virginia",0.09947346,0.90052654
"Craig County, Virginia",0.125891652,0.874108348
"Culpeper County, Virginia",0.120777958,0.879222042
"Cumberland County, Virginia",0.188237668,0.811762332
"Dickenson County, Virginia",0.115618264,0.884381736
"Dinwiddie County, Virginia",0.143463128,0.856536872
"Essex County, Virginia",0.147265836,0.852734164
"Fairfax County, Virginia",0.118479711,0.881520289
"Fauquier County, Virginia",0.102035888,0.897964112
"Floyd County, Virginia",0.126178862,0.873821138
"Fluvanna County, Virginia",0.106212994,0.893787006
"Franklin County, Virginia",0.135885765,0.864114235
"Frederick County, Virginia",0.118144683,0.881855317
"Giles County, Virginia",0.167771726,0.832228274
"Gloucester County, Virginia",0.124016838,0.875983162
"Goochland County, Virginia",0.066363273,0.933636727
"Grayson County, Virginia",0.14074172,0.85925828
"Greene County, Virginia",0.128205128,0.871794872
"Greensville County, Virginia",0.109386369,0.890613631
"Halifax County, Virginia",0.150105769,0.849894231
"Hanover County, Virginia",0.057879714,0.942120286
"Henrico County, Virginia",0.117985455,0.882014545
"Henry County, Virginia",0.153354206,0.846645794
"Highland County, Virginia",0.197519929,0.802480071
"Isle of Wight County, Virginia",0.100131226,0.899868774
"James City County, Virginia",0.078979344,0.921020656
"King and Queen County, Virginia",0.181959565,0.818040435
"King George County, Virginia",0.080265891,0.919734109
"King William County, Virginia",0.098580096,0.901419904
